particulars,uom,unit_cost,supply_code,specifications,category_item_id,category_item_budget_id,category_group_id,is_ppmp
Exhaust Hood,UNIT,7440.55,21EF-4,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
FURNITURE & FIXTURES,UNIT,21247,SOCIO-0005,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
FURNITURES AND FIXTURES: Long Sofa Set,UNIT,50000,27SS,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
FURNITURES AND FIXTURES: Work Space Lightings  (customized),SET,50000,510E,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
FURNITURES AND FIXTURES: Workstations (customized),SET,50000,07FC,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Folding Bed,PIECE,11000,51OE,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Folding Bed; Single size; MATERIALS USED: G.I. Pipe; PP Strap; Bolt; Flatbar; LENGTH - 6 feet; WIDTH - 28 INCHES; EIGHT STAND FROM THE FLOOR - 1 FOOT,UNIT,1870,28CA,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Foot stool (non -skid ribbed rubber platform; Reinforced rubber feet; Steel-welded silver cein construction),BOX,3507.69,53MED-70,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Footbath ;customized,UNIT,1771.56,53MED-71,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Footh bath (READY MADE ); DISPOSABLE,UNIT,1505.82,53MED-72,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Furniture & Fixture,UNIT,5057,PUB-0006,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Garden Set (Concrete),PIECE,3900.84,OTS-1104,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Head light ; heavy duty,SET,7972.03,AT-065,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Head light for BUS; heavy duty,SET,17715.61,AT-066,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Headlight with Rechargable Batteries,PIECE,1771.56,AT-067,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
High Quality Steel Safety Deposit box voult,UNIT,6000,51OE,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Hospital Footstool,PIECE,1948.72,53MED-83,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Hospital waste bin (3 colors: red; green ;yellow),SET,10629.37,53MED-86,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
"Instrument soaking Tray with cover(stainless/medical grade ) 8"" X 12""",UNIT,9743.59,53MED-94,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
"Instrument soaking Tray with cover(stainless/medical grade ) 8"" X 14""",UNIT,11515.15,53MED-95,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Ladder,PIECE,6377.62,EM-102,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Ladder foldable 20FT Multi Purpose Aluminum Ladder,PIECE,5720,51OE,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Lavotory Sink- Soak sink deep sink (dual attache; stainless steel); single sink with side drain,UNIT,26573.42,04LE-431,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Lights Stand,UNIT,12884.08,28CA-137,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Markers Stand (Signage),UNIT,5500,OTS-558,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Matress Foam ( Single Bed),UNIT,2657.35,51OE-136,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Matress Foam (bed); double size,PIECE,10000,51OE-241,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Microphone Stand,UNIT,885.79,51OE-49,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Mobile Plate Rack (Specs: Iron; Rack for 40 plates; Dimension: 1020 x 720 x 770mm H,UNIT,31888.1,04LE-500,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Office Glass Barrier,UNIT,12884.08,07FC-32,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
PORTABLE SINK; stainless  steel 304; Length 60 cm x Width 140 cm x Height = 80 cm,UNIT,12884.08,51OE-149,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Plastic Seesaw (6 Seaters),SET,26573.42,51OE-158,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Platform Truck Hand Trolley Foldable push cart 300kg capacity,UNIT,3000,51OE,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Portable tent,unit,21258.73,53MED-199,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Priority Number Pannel/Display,UNIT,32210.2,28CA-187,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Rolling TV Stand for 37â€ to 65â€ LED TV Cart; Universal TV Monitor Rack Floor Trolley Activity Display Conference All-in-One Machine Movable Bracket,UNIT,12884.08,51OE-172,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
SANITIZING SHOES/FOOTBATH,PIECE,2415.77,53MED-159,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
SKSU-TBI Markers and Signages (big),UNIT,8784.6,OTS-557,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Safety Vault; Weight: 19kgSafe Type: Electronic SafeDoor style: single doorApplicable scene: homeExternal size:60*38*34CMInternal size:50*37*29CM,UNIT,16500,51OE-19,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Safety Vault; Weight: 19kgSafe Type: Electronic SafeDoor style: single doorApplicable scene: homeExternal size:60*38*34CMInternal size:50*37*29CM,UNIT,16500,5.10E-19,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Sala set (L shape) Brown leather sofa with glass tableMaterial:LeatherPattern: PlainCondition: NewWarranty type: Local Supplier warrantyPeriod: 7daysFurniture features: customUpholstery:Leather Style: Modern sofa,SET,31894.5,27SS-3,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Sanitizing shoes /footbath; Size: 62 x 45 CM; Hard Plastic With coil mat,UNIT,966.31,53MED-158,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Shoe Racks,UNIT,805.26,LS-118,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Signage,LOT,22000,OTS-1087,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Slides and Swing with ring,UNIT,17715.61,51OE-190,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Stainless Sink,UNIT,14172.49,53MED-166,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Stainless Steel Kitchen Single Sink table with bottom shelf. Backsplash 14.5cmH. SUS304 High-Grade Stainless Steel,PIECE,40262.75,04LE-690,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Stainless Steel Ruler 24inch,PIECE,220,OS-821,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Stainless Steel Table  with wheel,UNIT,22000,06TL,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Stainless Steel with sink and water installation (College of IndusTech),UNIT,21741.89,04LE-697,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Stainless Surgical Sink (Knee Operated) Double Station,UNIT,82500,04LE,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Stainless Surgical Sink (Knee Operated) Double Station,UNIT,82500,04LE-964,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Stainless Surgical Sink (Knee Operated) Double Station,UNIT,82500,OS,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Stainless steel sink,PIECE,3300,04LE-423,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Stainless steel working table180x80cm with shelf,UNIT,23425.6,04LE-108,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Stainless steel working table 180x80cm with shelf,UNIT,35200,04LE,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Stainlless steel Rack,UNIT,5500,04LE,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Standard size library baggage counter,UNIT,10100,OTS,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Steel Easel Stand Folding Black Portable Adjustable Tripod Display Painting Art Canvas Menu Poster Easle,UNIT,1610.51,51OE-195,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Student/Trainee working space,LOT,11000,TS-157,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
TV Bracket,UNIT,8052.55,51OE-199,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Tool Box,PIECE,2391.61,AT-156,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Utility Cart Specs: (Heavy duty; Foldable Handle; up to 150kg capacity),UNIT,12078.83,51OE-208,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
WEBCAM TRIPOD FOR RADIO STATION,UNIT,16298.36,28CA-246,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
WHITE BOARD,UNIT,2600,OS-300,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Wall blinds (for glass wall),UNIT,6149.22,51OE,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Water Closet   (Basin and lavatory) with accessories,SET,19800,TS,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Water Source Installation Sink with Installation,LOT,21258.73,RM-330,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Wheel barrow; Heavy Duty,UNIT,3215.4,18GT-32,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Wheeled trash greeen,UNIT,6600,OTS-1151,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
White board,PIECE,2600,OS-337,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Whiteboard 4'X6',PIECE,1320,OS-846,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
Whiteboard for classroom; 4 ft x 8 ft (with Installation),PIECE,6428.25,OTS,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
furniture cleaner,CAN,226.72,DBM-47131830-FC-A01,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
ladder foldable  20FT Multi Purpose Aluminum Ladder,UNIT,5720,51OE,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
water closet,UNIT,5500,CP-431,1040601000-Semi-Expendable Furniture and Fixtures - 00099-Others,118,25,5,
(PATH FIT 1) PHYSICAL ACTIVITY TOWARDS HEALTH AND FITNESS 1 Health & Wellness Movement Educ. & Exercise Program By: BULATAO et al; 2021,BOOK,878.46,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
(PATH FIT) 4 PHYSICAL ACTIVITY TOWARDS HEALTH AND FITNESS SPORTS. By:Bulatao; Navalta; Punzalan; 2019.,COPY,951.67,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
(PATH FIT1) Physical Activity Towards Health and Fitness 1 Health and Wellness Movement Education & Exercises Program c2021,BOOK,1078,,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
(PATH FIT1) Physical Activity Towards Health and Fitness 1 Health and Wellness Movement Education & Exercises Program c2021,BOOK,1078,11BK-561,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
(PATH FIT1) Physical Activity Towards Health and Fitness 1 Health and Wellness Movement Education & Exercises Program c2021,BOOK,980,11BK-557,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
(PATH FIT2) Physical Activity Towards Health and Fitness Combative Sports and Outdoor Recreational Activities   c2023,BOOK,1078,11BK-561,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
(PATH FIT2) Physical Activity Towards Health and Fitness Combative Sports and Outdoor Recreational Activities   c2023,BOOK,1078,11BK-556,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
(PATH FIT2) Physical Activity Towards Health and Fitness Combative Sports and Outdoor Recreational Activities   c2023,BOOK,1078,11BK-557,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
(PATH FIT3) Physical Activity Towards Health and Fitness: Folk Dance; Cheer Dance; Contemporary Dances; Street Dance; Hip Hop and Social Dances c2022,BOOK,1078,11BK-557,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
(PATH FIT3) Physical Activity Towards Health and Fitness: Folk Dance; Cheer Dance; Contemporary Dances; Street Dance; Hip Hop and Social Dances c2022,BOOK,1078,11BK-561,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
(PATH FIT3) Physical Activity Towards Health and Fitness: Folk Dance; Cheer Dance; Contemporary Dances; Street Dance; Hip Hop and Social Dances c2022,BOOK,1078,11BK-556,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
(PATH FIT4) Physical Activity Towards Health and Fitness: Sports c2021,BOOK,1078,11BK-561,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
(PATH FIT4) Physical Activity Towards Health and Fitness: Sports c2021,BOOK,1078,11BK-556,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
(PATH FIT4) Physical Activity Towards Health and Fitness: Sports c2021,BOOK,1078,11BK-557,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
. LORIMAR_Field Study3-Technology in the Learning Environment by Lucas;c2023,BOOK,385,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
100 and More Inspiring Quotes to Live By; Adamat; c2021,BOOK,605,11BK-561,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
100+ First Words Out And About By Fran Bromage - Trade Paperback - Books for Kids,COPY,108.9,11BK-544,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
101 FILIPINO ICONS / ISBN 978-971-508-302-7,COPY,990,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
21st Century Literature from the Philippines and the World. 3ed. 374pp. Pb. Azes Publishing,COPIES,6726.46,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
365 ANIMAL TALES,COPY,478.5,11BK-544,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
365 Amazing Facts Hardcover by Pegasus,COPY,658.9,11BK-544,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
365 QUOTES FOR TEACHERS INSPIRATION MOTIVATION,COPY,3016.53,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
365 Quotes for Teachers; Inspiration and Motivation for Every Day of the Year. Danny Steele. 2022. 194pp. Pb. Routledge,COPY,4798.6,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
3G HANDY GUIDE : PREPARE FOOD TO MEET SPECIAL DIETARY REQUIREMENTS,BOOK,4860,11BK-559,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
3G HANDY GUIDE: AUTOMOTIVE SERVICING (BOOK W/ DVD) (2ND ED)/ 3G E-LEARNING (2023),COPY,5760,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
3G HANDY GUIDE: FOOD NUTRITION AND DIETETICS,BOOK,4860,11BK-559,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
3G HANDY GUIDE: PREPARE SPECIALIZED FOOD ITEMS,BOOK,4860,11BK-559,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
5 Minutes Stories: Animal Stories - Hardcover - Book for Kids,COPY,273.9,11BK-544,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
5 Minutes Stories: Fairy Tales - Hardcover - Book for Kids,COPY,273.9,11BK-544,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
5 steps to 5: AP World History- Modern/ Bartolini-Salimban/ PB 2022/ 978126443503,COPY,2300,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
5 steps to a 5: AP Environmental Science 2023/ Mayer/ PB 2022/ 9781264454242,COPY,2285,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
50 Princess Stories Trade Paperback by Gallagher Belinda,COPY,548.9,11BK-544,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A BARTENDER'S GUIDE TO THE WORLD,BOOK,3640,11BK-559,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Book for Midwives Care for Pregnancy; Birth;and Womans Health by: Susan Klein et al. 2021,BOOK,2310,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Book for Midwives Care for Pregnancy; Birth;and Womans Health by: Susan Klein et al. 2021,BOOK,1155,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Book for Midwives Care for Pregnancy; Birth;and Womans Health by: Susan Klein et al. 2021,BOOK,1155,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A COURSE MODULE IN MATHEMATICS IN THE MODERN WORLD. (by. Manlulu; E.; latest ed.),copies,951.67,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Art Appreciation,COPIES,549.04,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Child Development,COPIES,431.92,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Child and Adolescent Learners and Learning Principles,COPIES,541.72,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Content and Pedagogy for the Mother Tongue,COPIES,592.96,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Content and Pedagogy for the Mother Tongue by Lim; Jonna Marie; c2020,BOOK,445.5,11BK-560,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Foundations of Early Childhood Education,COPIES,512.43,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Gender and Society: A Human Ecological Approach by Peralta;c2020,BOOK,489.5,11BK-560,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Gender and Society: A human Ecological Approach,COPIES,651.52,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Inclusive Education in Early Childhood Settings,COPIES,329.43,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Instructional Technology in Early Childhood Education,COPIES,417.27,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Language Programs and Policies in Multilingual Societies,COPIES,329.43,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Learners with Sensory and Physical Disabilities,COPIES,402.63,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Mathematics in the Modern World,COPIES,607.61,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for National Service Training Program I by Ferrer; Raphael; c2023,BOOK,352,11BK-560,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for National Service Training Program II by Ferrer;Raphael; c2024,BOOK,352,11BK-560,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Personhood Education: Curriculum; Pedagogy; and Assessment,COPIES,622.24,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Personhood Education: Curriculum; Pedagogy; and Assessment; c2020. by:  Bercando ; et. alâ€¦,COPY,563.67,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Personhood Education: Curriculum; Pedagogy; and Assessment; c2020. by:  Bercando ; et. alâ€¦,COPY,423.5,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Personhood Education: Curriculum; Pedagogy; and Assessment; c2020. by:  Bercando ; et. alâ€¦,COPY,385,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Purposive Communication,COPIES,657.38,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Science for Kindergarten,COPIES,461.2,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Science; Technology and Society by Alata; Eden Joy;c2021,BOOK,310.2,11BK-560,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Science; Techonology; and Society; Alata; Calano; Pawilen; c2021,BOOK,440,11BK-561,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Teaching English in the Elementary Grades (Language Arts),COPIES,329.43,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Teaching Internship,COPIES,497.79,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Teaching Learners with Developmental Disabilities,COPIES,461.2,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Teaching Learners with Developmental Disabilities; c2021. by: Manuel; et. al..,COPY,461.2,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Teaching Learners with Developmental Disabilities; c2021. by: Manuel; et. al..,COPY,346.5,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Teaching Learners with Developmental Disabilities; c2021. by: Manuel; et. al..,COPY,346.5,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Teaching Literacy in the Elementary Grades through Literature,COPIES,519.76,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Teaching Math in the Intermediate Grades,COPIES,578.33,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Teaching Math in the Intermediate Grades; Cusano; Risa; et al.; c2020,BOOK,462,11BK-561,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Teaching Math in the Intermediate Grades; Cusano; Risa; et al.; c2020,BOOK,462,11BK-557,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Teaching Math in the Primary Grades,COPIES,578.33,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Teaching Music in the Elementary Schools,COPIES,446.56,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Teaching Physical Education & Health in Elementary Grades,COPIES,497.79,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Teaching Physical Education & Health in Elementary Grades; c2021; Vince R. Del Rosario Russel M. Diego Joel B. Faustino Rowel S. Padernal,COPY,497.79,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Teaching Physical Education & Health in Elementary Grades; c2021; Vince R. Del Rosario Russel M. Diego Joel B. Faustino Rowel S. Padernal,COPY,374,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Teaching Physical Education & Health in Elementary Grades; c2021; Vince R. Del Rosario Russel M. Diego Joel B. Faustino Rowel S. Padernal,COPY,374,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Teaching Science in Primary Grades (Biology and Chemistry),COPIES,563.67,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Teaching Social Studies in the Elementary Grades (Philippine History and Government),COPIES,651.52,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Teaching Strategies for Elementary Science (Physical and Earth Science),COPIES,607.61,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Teaching Strategies for Elementary Science (Physical and Earth Science); c2020. by: Eden Joy P. Alata Elen Joy P. Alata,COPY,607.61,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Teaching Strategies for Elementary Science (Physical and Earth Science); c2020. by: Eden Joy P. Alata Elen Joy P. Alata,COPY,456.5,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Teaching Strategies for Elementary Science (Physical and Earth Science); c2020. by: Eden Joy P. Alata Elen Joy P. Alata,COPY,456.5,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Teaching Strategies for Elementary Science (Physical and Earth Science); c2020. by: Eden Joy P. Alata Elen Joy P. Alata,COPY,456.5,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Teaching Strategies for Elementary Science (Physical and Earth Science; Alata; Alata; c2020,BOOK,495,11BK-561,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Teaching Strategies for Elementary Science (Physical and Earth Science; Alata; Alata; c2020,BOOK,495,11BK-557,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Teaching Visual Arts in the Elementary Grades,COPIES,417.27,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Technology for Teaching and Learning 1,COPIES,344.07,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for The Contemporary World,COPIES,724.74,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for The Life; Works and Writings of Jose Rizal,COPIES,503.65,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Understanding Gifted and Talented Learners,COPIES,417.27,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Understanding Gifted and Talented Learners; c2021; by: Greg Tabios Pawilen Albert Napoleon J. Roldan,COPY,417.27,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
A Course Module for Understanding Gifted and Talented Learners; c2021; by: Greg Tabios Pawilen Albert Napoleon J. Roldan,COPY,313.5,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,119,26,5,
